time,latitude,longitude,depth,mag,magType,place,type
2020-11-05T13:27:59.100Z,179.603,-668.573,16,2.81,md,"3 km ESE of Maria Antonia, Puerto Rico",earthquake
2020-11-05T13:17:40.402Z,62.987,-1.488.392,12,3.2,ml,"45 km S of Cantwell, Alaska",earthquake
2020-11-05T12:56:32.633Z,541.803,-1.598.007,21.42,5.1,mww,south of Alaska,earthquake
2020-11-05T12:21:09.310Z,478.476.666.666.667,-122.022,29.86,2.61,ml,"3 km WSW of Monroe, Washington",earthquake
2020-11-05T11:53:44.760Z,360.291.667,-1.177.773.333,1.61,2.61,ml,"16km E of Coso Junction, CA",earthquake
2020-11-05T11:41:41.960Z,194.288.333.333.333,-155.258.833.333.333,0.48,2.75,ml,"3 km WSW of Volcano, Hawaii",earthquake
2020-11-05T10:51:37.610Z,546.696,-1.596.347,23,2.5,ml,"92 km SE of Sand Point, Alaska",earthquake
2020-11-05T10:39:30.382Z,318.773,49.063,10,4.7,mb,"23 km WSW of Masjed Soleymān, Iran",earthquake
2020-11-05T10:22:44.830Z,179.306,-669.671,12,2.61,md,"7 km SW of Guánica, Puerto Rico",earthquake
2020-11-05T08:19:47.566Z,-405.231,-733.597,49.84,4.3,mb,"19 km WNW of Osorno, Chile",earthquake
2020-11-05T08:09:25.686Z,54.619,-1.598.261,7.8,3.4,ml,"90 km SSE of Sand Point, Alaska",earthquake
2020-11-05T07:44:15.172Z,546.442,-1.596.899,21.98,3.9,mb,"92 km SSE of Sand Point, Alaska",earthquake
2020-11-05T07:40:53.976Z,-25.447,-704.048,41.14,4.4,mb,"9 km ESE of Taltal, Chile",earthquake
2020-11-05T07:38:47.512Z,44.578,-1.151.885,10,2.7,ml,"44 km NNW of Stanley, Idaho",earthquake
2020-11-05T07:29:43.286Z,-35.725,1.313.388,10,4.3,mb,"270 km E of Amahai, Indonesia",earthquake
2020-11-05T07:13:55.018Z,544.595,-1.597.747,16.7,2.8,ml,"108 km SSE of Sand Point, Alaska",earthquake
2020-11-05T05:52:40.375Z,-50.833,1.537.269,45.6,4.4,mb,"181 km ESE of Kokopo, Papua New Guinea",earthquake
2020-11-05T04:51:40.644Z,545.425,-1.598.632,6,3.2,ml,"97 km SSE of Sand Point, Alaska",earthquake
2020-11-05T04:05:43.605Z,27.267,535.419,10,4.4,mb,"72 km ESE of Mohr, Iran",earthquake
2020-11-05T03:36:13.648Z,621.591,-1.520.876,100.8,2.5,ml,"40 km WNW of Skwentna, Alaska",earthquake
2020-11-05T03:34:11.119Z,-235.257,-114.875,10,4.8,mb,Easter Island region,earthquake
2020-11-05T03:01:32.372Z,496.532,1.087.917,8.96,4.9,mb,"79 km S of Krasnyy Chikoy, Russia",earthquake
2020-11-05T02:54:18.806Z,548.867,-1.603.172,17.8,3.2,ml,"51 km SSE of Sand Point, Alaska",earthquake
2020-11-05T02:32:57.951Z,542.956,-1.599.926,14.7,2.5,ml,"120 km SSE of Sand Point, Alaska",earthquake
2020-11-05T02:32:09.162Z,533.887,-1.600.448,24.9,2.9,ml,"218 km S of Sand Point, Alaska",earthquake
2020-11-05T01:55:08.260Z,544.506,-1.598.223,22,2.5,ml,"107 km SSE of Sand Point, Alaska",earthquake
2020-11-05T01:35:31.930Z,193.188.333.333.333,-155.79,1.29,2.82,ml,"17 km SSE of Honaunau-Napoopoo, Hawaii",earthquake
2020-11-05T01:02:06.503Z,380.681,-1.182.662,7.5,2.5,ml,"33 km NE of Benton, California",earthquake
2020-11-05T00:42:32.286Z,496.142,1.089.708,14.16,4.3,mb,Russia-Mongolia border region,earthquake
2020-11-05T00:35:48.010Z,349.791.667,-1.190.285,11.44,2.7,ml,"10km WNW of Grapevine, CA",earthquake
2020-11-05T00:35:23.402Z,548.834,-1.603.065,25.6,2.8,ml,"51 km SSE of Sand Point, Alaska",earthquake
2020-11-05T00:32:02.195Z,-74.073,1.261.196,423.3,4.5,mb,"122 km N of Manatutu, Timor Leste",earthquake
2020-11-05T00:15:13.098Z,66.326,-1.571.963,4.7,3.4,ml,"62 km S of Shungnak, Alaska",earthquake
2020-11-04T23:49:08.412Z,-229.694,-702.819,43.02,4.2,mb,"76 km N of Antofagasta, Chile",earthquake
2020-11-04T22:35:07.355Z,544.495,-1.597.295,21.13,3,ml,"110 km SSE of Sand Point, Alaska",earthquake
2020-11-04T22:21:49.702Z,-73.061,1.061.567,39.99,5.2,mb,"56 km SW of Pelabuhanratu, Indonesia",earthquake
2020-11-04T22:12:49.320Z,180.141,-668.298,16,2.65,md,"2 km NNW of Indios, Puerto Rico",earthquake
2020-11-04T22:00:27.951Z,-157.025,-1.770.116,407.29,4.3,mb,"194 km SE of Alo, Wallis and Futuna",earthquake
2020-11-04T21:33:53.490Z,193.585,-155.133.166.666.667,6.88,3.34,ml,"11 km S of Fern Forest, Hawaii",earthquake
2020-11-04T20:51:12.022Z,541.406,-1.597.095,41.5,2.5,ml,"142 km SSE of Sand Point, Alaska",earthquake
2020-11-04T20:37:44.167Z,536.376,-1.649.295,52,2.9,ml,"78 km SE of Akutan, Alaska",earthquake
2020-11-04T19:54:58.287Z,10.7466,-865.375,10,4.5,mb,"91 km SW of San Juan del Sur, Nicaragua",earthquake
2020-11-04T19:47:54.687Z,545.976,-1.598.261,11.5,2.7,ml,"92 km SSE of Sand Point, Alaska",earthquake
2020-11-04T19:09:21.657Z,02.09,1.244.306,249.45,4,mb,"81 km NW of Manado, Indonesia",earthquake
2020-11-04T18:47:32.664Z,149.218,-615.476,162.01,4.5,mb,"40 km SSW of Soufrière, Dominica",earthquake
2020-11-04T18:27:48.246Z,10.0625,1.260.233,49.88,5,mww,Philippine Islands region,earthquake
2020-11-04T18:06:32.592Z,639.497,-1.489.335,128.9,2.6,ml,"10 km N of Healy, Alaska",earthquake
2020-11-04T17:51:57.101Z,401.588,482.776,59.75,4.5,mb,"22 km SSE of Kyurdarmir, Azerbaijan",earthquake
2020-11-04T17:45:11.370Z,180.815,-682.286,79,4.4,ml,"51 km SE of Boca de Yuma, Dominican Republic",earthquake
2020-11-04T17:24:16.350Z,179.156,-669.066,14,2.86,md,"6 km S of Guánica, Puerto Rico",earthquake
2020-11-04T17:14:56.020Z,193.355,-155.131.833.333.333,5.94,2.52,ml,"14 km S of Fern Forest, Hawaii",earthquake
2020-11-04T16:58:17.985Z,546.455,-1.597.585,26.31,2.7,ml,"90 km SSE of Sand Point, Alaska",earthquake
2020-11-04T16:26:16.260Z,178.738,-642.515,5,3.48,md,"54 km ENE of Saint Croix, U.S. Virgin Islands",earthquake
2020-11-04T14:20:39.419Z,57.565,-1.525.902,26,2.6,ml,"13 km SSE of Womens Bay, Alaska",earthquake
2020-11-04T13:34:54.490Z,-172.651,1.757.165,10,4.4,mb,"188 km WNW of Lautoka, Fiji",earthquake
2020-11-04T13:13:40.332Z,517.058,1.786.863,78.2,2.9,ml,"Rat Islands, Aleutian Islands, Alaska",earthquake
2020-11-04T12:47:08.016Z,546.089,-1.595.699,32.2,2.5,ml,"100 km SE of Sand Point, Alaska",earthquake
2020-11-04T12:33:08.013Z,513.686,-1.781.128,25.7,2.5,ml,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2020-11-04T12:28:42.798Z,-355.486,-1.039.511,10,5.3,mww,southeast of Easter Island,earthquake
2020-11-04T12:23:45.667Z,53.578,-1.648.189,43.77,5,mb,"88 km SE of Akutan, Alaska",earthquake
2020-11-04T12:13:32.263Z,542.927,-1.598.203,25.5,2.5,ml,"124 km SSE of Sand Point, Alaska",earthquake
2020-11-04T11:54:21.327Z,545.243,-1.597.023,37.7,2.6,ml,"103 km SSE of Sand Point, Alaska",earthquake
2020-11-04T11:25:03.356Z,691.515,-1.446.401,1.6,2.5,ml,"116 km SSW of Kaktovik, Alaska",earthquake
2020-11-04T09:38:12.728Z,-177.126,-1.783.614,596.63,4.5,mb,"249 km E of Levuka, Fiji",earthquake
2020-11-04T09:35:45.897Z,515.152,-1.769.159,33.83,4.4,mb,"44 km SSW of Adak, Alaska",earthquake
2020-11-04T09:35:21.183Z,549.851,-591.837,10,4.4,mb,"201 km NNE of Happy Valley-Goose Bay, Canada",earthquake
2020-11-04T09:34:29.936Z,545.516,-159.674,26,2.7,ml,"102 km SSE of Sand Point, Alaska",earthquake
2020-11-04T08:58:52.456Z,544.672,-1.597.478,22.1,2.5,ml,"108 km SSE of Sand Point, Alaska",earthquake
2020-11-04T08:14:15.665Z,544.612,-1.597.424,28.01,3.4,ml,"108 km SSE of Sand Point, Alaska",earthquake
2020-11-04T07:51:32.563Z,443.436,-1.150.169,14.01,2.5,ml,southern Idaho,earthquake
2020-11-04T07:49:52.972Z,514.299,-1.767.827,36.61,3.9,ml,"50 km SSW of Adak, Alaska",earthquake
2020-11-04T07:38:02.552Z,544.604,-1.597.062,20.05,3.2,ml,"109 km SSE of Sand Point, Alaska",earthquake
2020-11-04T07:19:50.590Z,355.356.667,-121.479,9.19,2.62,md,"29km WSW of San Simeon, CA",earthquake
2020-11-04T06:52:16.383Z,549.261,-592.715,10,4.3,mb,"193 km NNE of Happy Valley-Goose Bay, Canada",earthquake
2020-11-04T06:42:26.120Z,17.947,-671.133,10,2.58,md,"7 km WSW of La Parguera, Puerto Rico",earthquake
2020-11-04T06:20:49.748Z,-622.887,-581.289,10,4.7,mb,South Shetland Islands,earthquake
2020-11-04T05:38:49.374Z,316.176,-1.042.484,5,2.8,ml,"54 km NW of Toyah, Texas",earthquake
2020-11-04T05:38:15.987Z,316.047,-1.042.517,1.37,2.8,ml,"54 km NW of Toyah, Texas",earthquake
2020-11-04T05:16:45.009Z,546.195,-1.599.016,6.5,2.5,ml,"88 km SSE of Sand Point, Alaska",earthquake
2020-11-04T04:43:49.169Z,527.009,-1.681.723,35,3,ml,"Fox Islands, Aleutian Islands, Alaska",earthquake
2020-11-04T04:20:46.644Z,540.045,-1.596.469,19.68,3.6,ml,"158 km SSE of Sand Point, Alaska",earthquake
2020-11-04T03:53:01.448Z,661.795,-1.582.991,9.3,3,ml,"89 km ESE of Selawik, Alaska",earthquake
2020-11-04T03:44:08.351Z,544.431,-1.593.941,25.53,2.7,ml,"122 km SE of Sand Point, Alaska",earthquake
2020-11-04T03:27:23.387Z,525.811,-1.625.825,11.7,4.9,mww,"258 km SSE of False Pass, Alaska",earthquake
2020-11-04T03:15:27.465Z,605.811,-1.505.928,40.1,3,ml,"10 km ENE of Sterling, Alaska",earthquake
2020-11-04T02:54:49.352Z,-349.524,-1.076.392,10,4.9,mb,southern East Pacific Rise,earthquake
2020-11-04T02:47:30.594Z,381.721,-1.178.911,9.5,2.6,ml,"30 km SE of Mina, Nevada",earthquake
2020-11-04T02:44:12.150Z,179.405,-669.506,15,2.59,md,"5 km SW of Guánica, Puerto Rico",earthquake
2020-11-04T02:40:09.562Z,54.232,-1.596.603,20.68,2.7,ml,"134 km SSE of Sand Point, Alaska",earthquake
2020-11-04T02:39:45.625Z,365.505,695.582,169.23,4.2,mb,"20 km S of Taloqan, Afghanistan",earthquake
2020-11-04T02:32:47.575Z,54.396,-1.597.142,22.9,2.5,ml,"116 km SSE of Sand Point, Alaska",earthquake
2020-11-04T02:29:37.722Z,543.301,-1.597.542,20.42,2.8,ml,"121 km SSE of Sand Point, Alaska",earthquake
2020-11-04T01:35:29.823Z,-557.988,-26.9,17.06,5.1,mb,South Sandwich Islands region,earthquake
2020-11-04T01:17:38.981Z,284.846,-1.003.168,5,3,mb_lg,"3 km S of El Indio, Texas",earthquake
2020-11-04T00:32:38.458Z,540.516,-1.595.772,10,3,ml,"154 km SSE of Sand Point, Alaska",earthquake
2020-11-04T00:31:31.758Z,508.668,-1.731.096,10,2.6,ml,"166 km SSE of Atka, Alaska",earthquake
2020-11-04T00:30:27.397Z,587.614,-1.526.404,10.1,2.6,ml,"78 km SSW of Nanwalek, Alaska",earthquake
2020-11-04T00:20:24.770Z,376.391.667,-1.193.898.333,11.81,3.4,ml,"20km SE of Yosemite Valley, CA",earthquake
2020-11-03T23:18:50.299Z,44.358,-1.151.648,14.74,3.2,ml,"23 km NW of Stanley, Idaho",earthquake
2020-11-03T23:07:54.726Z,-239.117,-1.798.953,498.54,4.5,mb,south of the Fiji Islands,earthquake
2020-11-03T22:29:05.865Z,545.555,-1.593.483,36,3,ml,"113 km SE of Sand Point, Alaska",earthquake
2020-11-03T20:44:21.350Z,533.419,-160.057,60.3,3,ml,south of Alaska,earthquake
2020-11-03T20:35:35.932Z,379.127,264.578,12.37,4,mb,"25 km WNW of Néon Karlovásion, Greece",earthquake
2020-11-03T20:22:22.903Z,714.096,-35.463,10,4.9,mww,"194 km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake
2020-11-03T19:47:33.813Z,-44.446,-797.722,10,4.8,mww,"Off the coast of Aisen, Chile",earthquake
2020-11-03T19:26:39.995Z,-186.541,-698.427,134.13,4.2,mb,"52 km ESE of Arica, Chile",earthquake
2020-11-03T19:22:35.733Z,542.116,-1.599.269,26.9,2.6,ml,"130 km SSE of Sand Point, Alaska",earthquake
2020-11-03T19:05:44.766Z,-32.297,-1.047.986,10,4.5,mb,central East Pacific Rise,earthquake
2020-11-03T18:54:00.890Z,600.593,-1.531.689,132.8,2.5,ml,"60 km ENE of Pedro Bay, Alaska",earthquake
2020-11-03T18:17:45.886Z,-179.283,1.683.836,69.45,4.9,mb,"22 km SSE of Port-Vila, Vanuatu",earthquake
2020-11-03T17:59:05.601Z,211.062,1.217.411,103.11,4.6,mwr,"76 km NNW of Basco, Philippines",earthquake
2020-11-03T17:44:53.158Z,557.957,-1.492.317,11.9,3.2,ml,"275 km SE of Chiniak, Alaska",earthquake
2020-11-03T17:41:19.160Z,39.367,-1.232.448.333,7,3.34,mw,"11km ESE of Willits, CA",earthquake
2020-11-03T16:52:28.954Z,1.745,977.686,10,4.8,mb,"206 km SSW of Sibolga, Indonesia",earthquake
2020-11-03T16:40:57.870Z,191.313.333.333.333,-155.618.166.666.667,-0.67,2.63,ml,"6 km N of Wai‘ōhinu, Hawaii",earthquake
2020-11-03T16:35:27.053Z,60.028,-1.528.235,99.5,2.6,ml,"61 km W of Happy Valley, Alaska",earthquake
2020-11-03T16:00:35.548Z,536.771,-1.600.016,32.2,2.5,ml,"187 km S of Sand Point, Alaska",earthquake
2020-11-03T15:46:10.142Z,536.152,-1.599.287,25.6,2.5,ml,"195 km S of Sand Point, Alaska",earthquake
2020-11-03T15:28:53.617Z,-269.636,265.969,5,4.2,mb,"7 km WNW of Orkney, South Africa",earthquake
2020-11-03T15:20:15.241Z,161.104,145.403,250.03,4.6,mb,"106 km NNW of Saipan, Northern Mariana Islands",earthquake
2020-11-03T15:18:59.022Z,149.071,1.472.132,10,4.8,mb,"160 km ESE of Saipan, Northern Mariana Islands",earthquake
2020-11-03T15:13:16.088Z,543.203,-1.598.842,45.3,2.5,ml,"119 km SSE of Sand Point, Alaska",earthquake
2020-11-03T15:02:24.813Z,-623.213,-581.524,10,4.7,mb,South Shetland Islands,earthquake
2020-11-03T14:46:25.426Z,-6.096,1.468.185,57.83,4.4,mb,"72 km NNW of Lae, Papua New Guinea",earthquake
2020-11-03T14:08:35.392Z,577.242,-330.494,10,4.4,mb,Reykjanes Ridge,earthquake
2020-11-03T13:30:47.043Z,543.829,-1.597.413,20.2,3.6,mb,"116 km SSE of Sand Point, Alaska",earthquake
2020-11-03T13:30:22.717Z,54.416,-1.596.385,23.82,3.3,ml,"116 km SSE of Sand Point, Alaska",earthquake
2020-11-03T12:52:47.800Z,535.594,-171.288,92.7,3.2,ml,"176 km WNW of Nikolski, Alaska",earthquake
2020-11-03T12:36:53.861Z,540.448,-1.596.323,37.2,2.8,ml,"154 km SSE of Sand Point, Alaska",earthquake
2020-11-03T12:16:46.304Z,422.299,488.277,82.9,4.5,mb,"47 km ENE of Derbent, Russia",earthquake
2020-11-03T12:04:47.230Z,550.685,-1.579.783,46.2,2.9,ml,"119 km SE of Perryville, Alaska",earthquake
2020-11-03T11:09:14.251Z,543.108,-1.599.349,4.9,2.5,ml,"119 km SSE of Sand Point, Alaska",earthquake
2020-11-03T11:04:45.610Z,315.285,-1.157.033.333,8.2,2.83,ml,"84km ESE of Maneadero, B.C., MX",earthquake
2020-11-03T11:00:39.520Z,315.295,-1.157.046.667,8.4,3.74,ml,"84km ESE of Maneadero, B.C., MX",earthquake
2020-11-03T10:28:06.140Z,179.343,-66.94,12,2.7,md,"5 km SW of Guánica, Puerto Rico",earthquake
2020-11-03T09:40:46.712Z,514.995,1.780.334,38.4,2.7,ml,"Rat Islands, Aleutian Islands, Alaska",earthquake
2020-11-03T09:39:45.794Z,555.131,-1.583.259,29.8,2.8,ml,"67 km SE of Perryville, Alaska",earthquake
2020-11-03T09:35:24.464Z,-21.612,-686.193,139.57,4.5,mwr,"98 km NNE of Calama, Chile",earthquake
2020-11-03T09:10:48.715Z,555.308,-1.583.977,30.7,2.7,ml,"63 km SE of Perryville, Alaska",earthquake
2020-11-03T08:18:56.696Z,-200.044,-1.774.872,387.64,5.7,mww,"268 km WNW of Haveluloto, Tonga",earthquake
2020-11-03T08:08:01.186Z,550.188,-1.579.647,30.8,3.7,ml,"124 km SE of Perryville, Alaska",earthquake
2020-11-03T08:03:44.121Z,-623.207,1.648.701,36.05,4.7,mb,Balleny Islands region,earthquake
2020-11-03T07:18:30.844Z,544.695,-1.595.683,25.6,2.8,ml,"113 km SSE of Sand Point, Alaska",earthquake
2020-11-03T06:34:58.550Z,560.724,-1.495.462,20.63,3.3,ml,"239 km SE of Chiniak, Alaska",earthquake
2020-11-03T06:26:36.783Z,544.535,-1.597.133,6.4,3,ml,"110 km SSE of Sand Point, Alaska",earthquake
2020-11-03T06:10:07.579Z,576.712,-329.529,10,4.6,mb,Reykjanes Ridge,earthquake
2020-11-03T05:24:33.239Z,-58.523,153.542,10,4.8,mb,"218 km SE of Kokopo, Papua New Guinea",earthquake
2020-11-03T05:21:45.041Z,53.409,-1.600.142,62,2.9,ml,"216 km S of Sand Point, Alaska",earthquake
2020-11-03T05:21:29.107Z,53.465,-1.601.896,29.6,2.8,ml,"209 km S of Sand Point, Alaska",earthquake
2020-11-03T05:07:39.692Z,540.466,-1.714.273,71.5,3,ml,"210 km NW of Nikolski, Alaska",earthquake
2020-11-03T05:03:04.617Z,534.413,-1.604.007,27.7,2.9,ml,"211 km S of Sand Point, Alaska",earthquake
2020-11-03T04:58:42.172Z,550.369,-1.578.112,50.2,2.5,ml,"128 km SE of Perryville, Alaska",earthquake
2020-11-03T04:35:56.625Z,-67.301,1.297.848,123.59,4.5,mb,Banda Sea,earthquake
2020-11-03T04:35:47.295Z,543.595,-1.596.786,31.95,3.3,ml,"120 km SSE of Sand Point, Alaska",earthquake
2020-11-03T04:25:07.605Z,386.254,-4.834,5.25,3.3,ml,"7 km E of Ibi, Spain",earthquake
2020-11-03T04:19:34.670Z,179.501,-67.097,10,3.21,md,"6 km WSW of La Parguera, Puerto Rico",earthquake
2020-11-03T04:17:25.228Z,596.391,-1.394.866,14.8,2.6,ml,"17 km NE of Yakutat, Alaska",earthquake
2020-11-03T04:01:36.973Z,-228.602,-1.741.784,10,4.5,mb,"186 km SSE of ‘Ohonua, Tonga",earthquake
2020-11-03T04:01:14.506Z,531.686,-1.620.916,10,3,ml,"206 km SSE of False Pass, Alaska",earthquake
2020-11-03T02:55:14.569Z,543.432,-1.596.674,25.88,2.6,ml,"122 km SSE of Sand Point, Alaska",earthquake
2020-11-03T02:51:29.306Z,2.202,978.965,35,4.4,mb,"194 km SSW of Sibolga, Indonesia",earthquake
2020-11-03T02:40:54.907Z,-444.106,-793.773,10,6,mww,"Off the coast of Aisen, Chile",earthquake
2020-11-03T02:39:20.076Z,-226.021,170.397,10,4.7,mb,"284 km ESE of Tadine, New Caledonia",earthquake
2020-11-03T02:29:44.849Z,576.236,-329.635,10,4.6,mb,Reykjanes Ridge,earthquake
2020-11-03T02:23:58.483Z,532.191,-1.598.643,35,3.1,ml,"239 km S of Sand Point, Alaska",earthquake
2020-11-03T02:22:19.955Z,544.775,-159.349,25.06,2.7,ml,"120 km SE of Sand Point, Alaska",earthquake
2020-11-03T02:07:04.308Z,532.829,-1.598.906,35,3.4,ml,"231 km S of Sand Point, Alaska",earthquake
2020-11-03T02:02:31.137Z,-1.306,1.244.872,64.12,4.5,mb,"163 km SSW of Tomohon, Indonesia",earthquake
2020-11-03T01:51:05.155Z,2.342,978.943,35,5,mb,"193 km SSW of Sibolga, Indonesia",earthquake
2020-11-03T01:41:59.572Z,312.567,-1.034.862,5,3,ml,"13 km SSE of Lindsay, Texas",earthquake
2020-11-03T01:24:55.682Z,367.666,714.733,185.36,4.4,mb,"10 km NNW of Ashkāsham, Afghanistan",earthquake
2020-11-03T01:05:16.645Z,541.912,-1.596.432,22.66,3,ml,south of Alaska,earthquake
2020-11-03T00:50:44.911Z,-33.151,1.310.664,10,4.8,mb,"238 km E of Amahai, Indonesia",earthquake
2020-11-03T00:49:23.596Z,-320.581,1.798.121,329.16,4.3,mb,south of the Kermadec Islands,earthquake
2020-11-03T00:11:39.398Z,29.05,51.247,10,4.1,mb,"24 km S of Borāzjān, Iran",earthquake
2020-11-02T23:28:06.215Z,547.259,-1.598.341,24.05,2.7,ml,"80 km SSE of Sand Point, Alaska",earthquake
2020-11-02T23:27:28.270Z,18.22,-663.756,31,2.79,md,"1 km ESE of Orocovis, Puerto Rico",earthquake
2020-11-02T23:25:27.941Z,143.395,-929.945,35,4.7,mb,"74 km SW of Puerto Madero, Mexico",earthquake
2020-11-02T23:14:19.162Z,240.351,1.222.938,10,4.2,mb,"70 km E of Hualien City, Taiwan",earthquake
2020-11-02T23:08:22.084Z,-24.181,1.392.669,37.75,4.4,mb,"153 km W of Abepura, Indonesia",earthquake
2020-11-02T22:49:40.984Z,-623.128,-585.055,10,4.6,mb,South Shetland Islands,earthquake
2020-11-02T22:49:36.970Z,179.791,-669.995,11,2.65,md,"5 km E of La Parguera, Puerto Rico",earthquake
2020-11-02T22:44:27.150Z,179.515,-668.395,13,2.57,md,"5 km SSW of Indios, Puerto Rico",earthquake
2020-11-02T22:22:14.470Z,393.638.333,-1.232.433.333,07.08,2.89,ml,"11km ESE of Willits, CA",earthquake
2020-11-02T22:18:40.253Z,542.429,-1.596.385,28.52,2.7,ml,south of Alaska,earthquake
2020-11-02T22:04:14.255Z,54.553,-1.613.501,34.92,3,ml,"84 km SE of King Cove, Alaska",earthquake
2020-11-02T21:57:22.848Z,545.759,-1.596.722,21.93,2.9,ml,"99 km SSE of Sand Point, Alaska",earthquake
2020-11-02T20:52:57.980Z,179.046,-668.401,12,2.54,md,"9 km SSE of Maria Antonia, Puerto Rico",earthquake
2020-11-02T20:18:17.569Z,438.763,1.418.324,202.78,4.2,mb,"16 km ESE of Rumoi, Japan",earthquake
2020-11-02T19:43:17.105Z,257.773,911.728,10,4.5,mb,"30 km NNW of Nongstoin, India",earthquake
2020-11-02T19:25:15.310Z,402.936.667,-1.243.891.667,7.78,2.93,md,"10km WSW of Petrolia, CA",earthquake
2020-11-02T19:22:41.025Z,54.84,-1.603.339,15,3,ml,"56 km S of Sand Point, Alaska",earthquake
2020-11-02T19:16:40.054Z,378.283,264.937,10,4.5,mb,"19 km WNW of Néon Karlovásion, Greece",earthquake
2020-11-02T19:15:47.906Z,533.862,-1.635.797,25.4,2.9,ml,"163 km S of False Pass, Alaska",earthquake
2020-11-02T19:09:22.595Z,540.943,-1.597.871,27.5,2.6,ml,"145 km SSE of Sand Point, Alaska",earthquake
2020-11-02T18:45:24.126Z,-62.348,-581.682,10,4.6,mb,South Shetland Islands,earthquake
2020-11-02T18:22:42.511Z,445.579,-1.152.077,10,2.9,ml,southern Idaho,earthquake
2020-11-02T18:20:14.430Z,17.918,-668.458,12,2.69,md,"8 km SE of Maria Antonia, Puerto Rico",earthquake
2020-11-02T18:18:55.642Z,-60.224,1.309.719,108,4.1,mb,"201 km WSW of Tual, Indonesia",earthquake
2020-11-02T18:08:12.472Z,-33.838,131.064,10,4.2,mb,"238 km E of Amahai, Indonesia",earthquake
2020-11-02T18:01:58.918Z,-34.515,1.311.099,12.43,5.3,mww,"243 km E of Amahai, Indonesia",earthquake
2020-11-02T17:37:48.878Z,518.852,-1.759.292,130.1,2.9,ml,"48 km E of Adak, Alaska",earthquake
2020-11-02T16:26:29.780Z,348.598.333,-1.163.381.667,5.31,2.64,ml,"22km NW of Ludlow, CA",earthquake
2020-11-02T14:38:34.397Z,545.884,-1.633.104,30.51,2.7,ml,"30 km SSE of False Pass, Alaska",earthquake
2020-11-02T14:38:16.014Z,535.147,-1.602.765,10,4.3,mb,"203 km S of Sand Point, Alaska",earthquake
2020-11-02T14:34:36.229Z,537.571,-1.599.126,12.7,3.9,mb,"179 km SSE of Sand Point, Alaska",earthquake
2020-11-02T13:48:14.864Z,626.631,-1.496.428,5.6,2.5,ml,"33 km NE of Chase, Alaska",earthquake
2020-11-02T13:42:19.272Z,-130.959,-768.928,37.01,4.7,mb,"50 km SW of Asia, Peru",earthquake
2020-11-02T13:24:55.846Z,337.736,1.395.795,148.85,4.2,mb,"115 km SSE of Shimoda, Japan",earthquake
2020-11-02T13:10:25.637Z,543.206,-1.596.861,25.9,2.6,ml,"124 km SSE of Sand Point, Alaska",earthquake
2020-11-02T12:31:57.070Z,179.466,-669.441,8,2.56,md,"4 km SW of Guánica, Puerto Rico",earthquake
2020-11-02T12:30:39.907Z,380.363,267.321,10,4.4,mb,"20 km SSW of Seferihisar, Turkey",earthquake
2020-11-02T12:17:29.900Z,10.6304,-865.124,10,4.8,mb,"95 km W of Sardinal, Costa Rica",earthquake
2020-11-02T11:58:03.083Z,37.821,269.203,10,4.3,mb,"5 km NNE of Kokkári, Greece",earthquake
2020-11-02T11:47:53.250Z,192.198.333.333.333,-155.394.833.333.333,30.56,3.48,md,"9 km ENE of Pāhala, Hawaii",earthquake
2020-11-02T11:35:08.868Z,541.596,-1.599.151,7.3,3,ml,"136 km SSE of Sand Point, Alaska",earthquake
2020-11-02T11:16:22.734Z,560.741,-1.496.137,9.8,3,ml,"236 km SE of Chiniak, Alaska",earthquake
2020-11-02T11:09:41.160Z,315.216.667,-1.157.153.333,7.82,2.95,ml,"84km ESE of Maneadero, B.C., MX",earthquake
2020-11-02T11:09:16.301Z,313.841,-1.156.172,10,2.9,ml,"60 km E of San Vicente, Mexico",earthquake
2020-11-02T10:43:50.163Z,534.662,-1.672.389,74.2,2.8,ml,"65 km SW of Unalaska, Alaska",earthquake
2020-11-02T10:16:52.347Z,542.874,-1.598.165,27.87,3,ml,south of Alaska,earthquake
2020-11-02T10:15:38.516Z,-227.629,-1.795.198,562.39,4.3,mb,south of the Fiji Islands,earthquake
2020-11-02T10:05:54.429Z,-243.187,-673.182,176.2,4.3,mb,"102 km W of San Antonio de los Cobres, Argentina",earthquake
2020-11-02T09:48:07.140Z,181.298,-67.101,21,2.7,md,"3 km ESE of Hormigueros, Puerto Rico",earthquake
2020-11-02T09:47:52.495Z,545.071,-1.595.326,24.7,3,ml,"111 km SSE of Sand Point, Alaska",earthquake
2020-11-02T09:16:10.076Z,617.202,-1.502.026,250,2.6,ml,"9 km WSW of Willow, Alaska",earthquake
2020-11-02T09:10:39.391Z,-431.727,1.708.671,11.65,3.9,ml,"51 km S of Hokitika, New Zealand",earthquake
2020-11-02T09:04:50.847Z,-132.948,1.671.549,182.42,5,mb,"77 km NNW of Sola, Vanuatu",earthquake
2020-11-02T09:00:26.580Z,315.295,-1.157.393.333,8.2,2.55,ml,"81km ESE of Maneadero, B.C., MX",earthquake
2020-11-02T08:59:48.560Z,191.841.666.666.667,-155.651.833.333.333,0.92,2.58,ml,"13 km NNW of Wai‘ōhinu, Hawaii",earthquake
